,Facility,Address,City,State,Zip,Score,Mismatch,Facility.1,Address.1,City.1,State.1,Zip.1,Flag,Str1,Str2
542,MERCY REGIONAL HEALTH CENTER,1823 COLLEGE AVE,MANHATTAN,KS,66502,100.0,,Mercy Regional Health Center - Coll,1823 College Ave,Manhattan,KS,66502,y,"MERCY REGIONAL HEALTH CENTER, 1823 COLLEGE AVE, MANHATTAN, KS, 66502","Mercy Regional Health Center - Coll, 1823 College Ave, Manhattan, KS, 66502"
543,KANSAS REHABILITATION HOSPITAL,1504 SW 8TH AVE,TOPEKA,KS,66606,100.0,,The Kansas Rehabilitation Hospital,1504 SW 8th Ave,Topeka,KS,66606,y,"KANSAS REHABILITATION HOSPITAL, 1504 SW 8TH AVE, TOPEKA, KS, 66606","The Kansas Rehabilitation Hospital, 1504 SW 8th Ave, Topeka, KS, 66606"
544,ST FRANCIS HOSPITAL,1700 SW 7TH ST,TOPEKA,KS,66606,100.0,,St Francis Hospital & Medical Cente,1700 SW 7th St,Topeka,KS,66606,y,"ST FRANCIS HOSPITAL, 1700 SW 7TH ST, TOPEKA, KS, 66606","St Francis Hospital & Medical Cente, 1700 SW 7th St, Topeka, KS, 66606"
547,NEWTON MEDICAL CENTER,600 MEDICAL CENTER DR,NEWTON,KS,67114,100.0,,Newton Medical Center,600 Medical Center Dr,Newton,KS,67114,y,"NEWTON MEDICAL CENTER, 600 MEDICAL CENTER DR, NEWTON, KS, 67114","Newton Medical Center, 600 Medical Center Dr, Newton, KS, 67114"
549,SELECT SPECIALTY HOSPITAL WICHITA,929 N SAINT FRANCIS ST FL 5,WICHITA,KS,67214,100.0,,Select Specialty Hospital - Wichita,929 N Saint Francis St,Wichita,KS,67214,y,"SELECT SPECIALTY HOSPITAL WICHITA, 929 N SAINT FRANCIS ST FL 5, WICHITA, KS, 67214","Select Specialty Hospital - Wichita, 929 N Saint Francis St, Wichita, KS, 67214"
551,COFFEYVILLE REGIONAL MEDICAL CENTER,1400 W 4TH ST,COFFEYVILLE,KS,67337,100.0,,Coffeyville Regional Medical Center,1400 W 4th St,Coffeyville,KS,67337,y,"COFFEYVILLE REGIONAL MEDICAL CENTER, 1400 W 4TH ST, COFFEYVILLE, KS, 67337","Coffeyville Regional Medical Center, 1400 W 4th St, Coffeyville, KS, 67337"
552,SALINA REGIONAL HEALTH CENTER,400 S SANTA FE AVE,SALINA,KS,67401,100.0,,Salina Regional Health Center,400 S Santa Fe Ave,Salina,KS,67401,y,"SALINA REGIONAL HEALTH CENTER, 400 S SANTA FE AVE, SALINA, KS, 67401","Salina Regional Health Center, 400 S Santa Fe Ave, Salina, KS, 67401"
553,MITCHELL COUNTY HOSPITAL,400 W 8TH ST,BELOIT,KS,67420,100.0,,Mitchell County Hospital,400 W 8th St,Beloit,KS,67420,y,"MITCHELL COUNTY HOSPITAL, 400 W 8TH ST, BELOIT, KS, 67420","Mitchell County Hospital, 400 W 8th St, Beloit, KS, 67420"
554,HAYS MEDICAL CENTER,2220 CANTERBURY DR,HAYS,KS,67601,100.0,,Hays Medical Center,2220 Canterbury Dr,Hays,KS,67601,y,"HAYS MEDICAL CENTER, 2220 CANTERBURY DR, HAYS, KS, 67601","Hays Medical Center, 2220 Canterbury Dr, Hays, KS, 67601"
555,HAYS MEDICAL CENTER,2220 Canterbury Drive,HAYS,KS,67601,100.0,,Hays Medical Center,2220 Canterbury Dr,Hays,KS,67601,y,"HAYS MEDICAL CENTER, 2220 Canterbury Drive, HAYS, KS, 67601","Hays Medical Center, 2220 Canterbury Dr, Hays, KS, 67601"
556,NORTON COUNTY HOSPITAL,102 E HOLME ST,NORTON,KS,67654,100.0,,Norton County Hospital,102 E Holme St,Norton,KS,67654,y,"NORTON COUNTY HOSPITAL, 102 E HOLME ST, NORTON, KS, 67654","Norton County Hospital, 102 E Holme St, Norton, KS, 67654"
557,PHILLIPS COUNTY HOSPITAL,1150 STATE ST,PHILLIPSBURG,KS,67661,100.0,,Phillips County Hospital,1150 State St,Phillipsburg,KS,67661,y,"PHILLIPS COUNTY HOSPITAL, 1150 STATE ST, PHILLIPSBURG, KS, 67661","Phillips County Hospital, 1150 State St, Phillipsburg, KS, 67661"
559,GOODLAND REGIONAL MEDICAL CENTER,220 W 2ND ST,GOODLAND,KS,67735,100.0,,Goodland Regional Medical Center,220 W 2nd St,Goodland,KS,67735,y,"GOODLAND REGIONAL MEDICAL CENTER, 220 W 2ND ST, GOODLAND, KS, 67735","Goodland Regional Medical Center, 220 W 2nd St, Goodland, KS, 67735"
560,GOVE COUNTY MEDICAL CENTER,520 W 5TH ST,QUINTER,KS,67752,100.0,,Gove County Medical Center,520 W 5th St,Quinter,KS,67752,y,"GOVE COUNTY MEDICAL CENTER, 520 W 5TH ST, QUINTER, KS, 67752","Gove County Medical Center, 520 W 5th St, Quinter, KS, 67752"
561,FLAGET MEMORIAL HOSPITAL,4305 NEW SHEPHERDSVILLE RD,BARDSTOWN,KY,40004,100.0,,Flaget Memorial Hospital,4305 New Shepherdsville Rd,Bardstown,KY,40004,y,"FLAGET MEMORIAL HOSPITAL, 4305 NEW SHEPHERDSVILLE RD, BARDSTOWN, KY, 40004","Flaget Memorial Hospital, 4305 New Shepherdsville Rd, Bardstown, KY, 40004"
562,JEWISH HOSPITAL,200 ABRAHAM FLEXNER WAY,LOUISVILLE,KY,40202,100.0,,Jewish Hospital,200 Abraham Flexner Way,Louisville,KY,40202,y,"JEWISH HOSPITAL, 200 ABRAHAM FLEXNER WAY, LOUISVILLE, KY, 40202","Jewish Hospital, 200 Abraham Flexner Way, Louisville, KY, 40202"
563,"NORTON HOSPITALS, INC""",200 E CHESTNUT ST,LOUISVILLE,KY,40202,100.0,,Norton Hospital,200 E Chestnut St,Louisville,KY,40202,y,"NORTON HOSPITALS, INC"", 200 E CHESTNUT ST, LOUISVILLE, KY, 40202","Norton Hospital, 200 E Chestnut St, Louisville, KY, 40202"
564,KOSAIR CHILDRENS HOSPITAL,231 E CHESTNUT ST,LOUISVILLE,KY,40202,100.0,,Kosair Childrens Hospital,231 E Chestnut St,Louisville,KY,40202,y,"KOSAIR CHILDRENS HOSPITAL, 231 E CHESTNUT ST, LOUISVILLE, KY, 40202","Kosair Childrens Hospital, 231 E Chestnut St, Louisville, KY, 40202"
565,UNIVERSITY OF LOUISVILLE HOSPITAL,530 S JACKSON ST,LOUISVILLE,KY,40202,100.0,,University of Louisville Hospital,530 S Jackson St,Louisville,KY,40202,y,"UNIVERSITY OF LOUISVILLE HOSPITAL, 530 S JACKSON ST, LOUISVILLE, KY, 40202","University of Louisville Hospital, 530 S Jackson St, Louisville, KY, 40202"
566,NORTON SUBURBAN HOSPITAL,4001 DUTCHMANS LN,LOUISVILLE,KY,40207,100.0,,Norton Suburban Hospital,4001 Dutchmans Ln,Louisville,KY,40207,y,"NORTON SUBURBAN HOSPITAL, 4001 DUTCHMANS LN, LOUISVILLE, KY, 40207","Norton Suburban Hospital, 4001 Dutchmans Ln, Louisville, KY, 40207"
567,GEORGETOWN COMMUNITY HOSPITAL,1140 LEXINGTON RD,GEORGETOWN,KY,40324,100.0,,Georgetown Community Hospital,1140 Lexington Rd,Georgetown,KY,40324,y,"GEORGETOWN COMMUNITY HOSPITAL, 1140 LEXINGTON RD, GEORGETOWN, KY, 40324","Georgetown Community Hospital, 1140 Lexington Rd, Georgetown, KY, 40324"
568,GEORGETOWN COMMUNITY HOSPITAL,1140 LEXINGTON RD STE 202,GEORGETOWN,KY,40324,100.0,,Georgetown Community Hospital,1140 Lexington Rd,Georgetown,KY,40324,y,"GEORGETOWN COMMUNITY HOSPITAL, 1140 LEXINGTON RD STE 202, GEORGETOWN, KY, 40324","Georgetown Community Hospital, 1140 Lexington Rd, Georgetown, KY, 40324"
569,ST CLAIRE REGIONAL MEDICAL CENTER,222 MEDICAL CIR,MOREHEAD,KY,40351,100.0,,St Claire Medical Center,222 Medical Cir,Morehead,KY,40351,y,"ST CLAIRE REGIONAL MEDICAL CENTER, 222 MEDICAL CIR, MOREHEAD, KY, 40351","St Claire Medical Center, 222 Medical Cir, Morehead, KY, 40351"
570,ROCKCASTLE HOSPITAL,145 NEWCOMB AVE,MOUNT VERNON,KY,40456,100.0,,Rockcastle Hospital,145 Newcomb Ave,Mount Vernon,KY,40456,y,"ROCKCASTLE HOSPITAL, 145 NEWCOMB AVE, MOUNT VERNON, KY, 40456","Rockcastle Hospital, 145 Newcomb Ave, Mount Vernon, KY, 40456"
571,ST JOSEPH HOSPITAL LEXINGTON,1 SAINT JOSEPH DR,LEXINGTON,KY,40504,100.0,,St Joseph Hospital,1 Saint Joseph Dr,Lexington,KY,40504,y,"ST JOSEPH HOSPITAL LEXINGTON, 1 SAINT JOSEPH DR, LEXINGTON, KY, 40504","St Joseph Hospital, 1 Saint Joseph Dr, Lexington, KY, 40504"
574,MEADOWVIEW REGIONAL MEDICAL CENTER,989 MEDICAL PARK DR,MAYSVILLE,KY,41056,100.0,,Meadowview Regional Medical Center,989 Medical Park Dr,Maysville,KY,41056,y,"MEADOWVIEW REGIONAL MEDICAL CENTER, 989 MEDICAL PARK DR, MAYSVILLE, KY, 41056","Meadowview Regional Medical Center, 989 Medical Park Dr, Maysville, KY, 41056"
575,OUR LADY OF BELLEFONTE HOSP,100 SAINT CHRISTOPHER DR,ASHLAND,KY,41101,100.0,,Our Lady of Bellefonte Hospital,100 Saint Christopher Dr,Ashland,KY,41101,y,"OUR LADY OF BELLEFONTE HOSP, 100 SAINT CHRISTOPHER DR, ASHLAND, KY, 41101","Our Lady of Bellefonte Hospital, 100 Saint Christopher Dr, Ashland, KY, 41101"
577,PIKEVILLE METHODIST HOSP,911 BYPASS RD,PIKEVILLE,KY,41501,100.0,,Pikeville Methodist Hospital,911 Bypass Rd,Pikeville,KY,41501,y,"PIKEVILLE METHODIST HOSP, 911 BYPASS RD, PIKEVILLE, KY, 41501","Pikeville Methodist Hospital, 911 Bypass Rd, Pikeville, KY, 41501"
580,MURRAY CALLOWAY COUNTY HOSPITAL,803 POPLAR ST,MURRAY,KY,42071,100.0,,Murray - Calloway County Hospital,803 Poplar St,Murray,KY,42071,y,"MURRAY CALLOWAY COUNTY HOSPITAL, 803 POPLAR ST, MURRAY, KY, 42071","Murray - Calloway County Hospital, 803 Poplar St, Murray, KY, 42071"
581,THE MEDICAL CENTER AT BOWLING GREEN,250 PARK ST,BOWLING GREEN,KY,42101,100.0,,Medical Center at Bowling Green,250 Park St,Bowling Green,KY,42101,y,"THE MEDICAL CENTER AT BOWLING GREEN, 250 PARK ST, BOWLING GREEN, KY, 42101","Medical Center at Bowling Green, 250 Park St, Bowling Green, KY, 42101"
582,THE MEDICAL CENTER AT FRANKLIN,1100 BROOKHAVEN RD,FRANKLIN,KY,42134,100.0,,Medical Center at Franklin,1100 Brookhaven Rd,Franklin,KY,42134,y,"THE MEDICAL CENTER AT FRANKLIN, 1100 BROOKHAVEN RD, FRANKLIN, KY, 42134","Medical Center at Franklin, 1100 Brookhaven Rd, Franklin, KY, 42134"
583,T J SAMSON COMMUNITY HOSPITAL,1301 N RACE ST,GLASGOW,KY,42141,100.0,,T J Samson Community Hospital,1301 N Race St,Glasgow,KY,42141,y,"T J SAMSON COMMUNITY HOSPITAL, 1301 N RACE ST, GLASGOW, KY, 42141","T J Samson Community Hospital, 1301 N Race St, Glasgow, KY, 42141"
584,WESTERN STATE HOSPITAL,2400 RUSSELLVILLE RD,HOPKINSVILLE,KY,42240,100.0,,Western State Hospital,2400 Russellville Rd,Hopkinsville,KY,42240,y,"WESTERN STATE HOSPITAL, 2400 RUSSELLVILLE RD, HOPKINSVILLE, KY, 42240","Western State Hospital, 2400 Russellville Rd, Hopkinsville, KY, 42240"
585,JENNIE STUART MEDICAL CENTER,320 W 18TH ST,HOPKINSVILLE,KY,42240,100.0,,Jennie Stuart Medical Center,320 W 18th St,Hopkinsville,KY,42240,y,"JENNIE STUART MEDICAL CENTER, 320 W 18TH ST, HOPKINSVILLE, KY, 42240","Jennie Stuart Medical Center, 320 W 18th St, Hopkinsville, KY, 42240"
586,OHIO COUNTY HOSPITAL,1211 OLD MAIN ST,HARTFORD,KY,42347,100.0,,Ohio County Hospital,1211 Old Main St,Hartford,KY,42347,y,"OHIO COUNTY HOSPITAL, 1211 OLD MAIN ST, HARTFORD, KY, 42347","Ohio County Hospital, 1211 Old Main St, Hartford, KY, 42347"
587,METHODIST HOSPITAL,1305 N ELM ST,HENDERSON,KY,42420,100.0,,Methodist Hospital,1305 N Elm St,Henderson,KY,42420,y,"METHODIST HOSPITAL, 1305 N ELM ST, HENDERSON, KY, 42420","Methodist Hospital, 1305 N Elm St, Henderson, KY, 42420"
588,LAKE CUMBERLAND REGIONAL HOSPITAL,305 LANGDON ST,SOMERSET,KY,42503,100.0,,Lake Cumberland Regional Hospital,305 Langdon St,Somerset,KY,42503,y,"LAKE CUMBERLAND REGIONAL HOSPITAL, 305 LANGDON ST, SOMERSET, KY, 42503","Lake Cumberland Regional Hospital, 305 Langdon St, Somerset, KY, 42503"
589,HARDIN MEMORIAL HOSPITAL,913 N DIXIE AVE,ELIZABETHTOWN,KY,42701,100.0,,Hardin Memorial Hospital,913 N Dixie Ave,Elizabethtown,KY,42701,y,"HARDIN MEMORIAL HOSPITAL, 913 N DIXIE AVE, ELIZABETHTOWN, KY, 42701","Hardin Memorial Hospital, 913 N Dixie Ave, Elizabethtown, KY, 42701"
590,TWIN LAKES REGIONAL MEDICAL CENTER,910 WALLACE AVE,LEITCHFIELD,KY,42754,100.0,,Twin Lakes Regional Medical Center,910 Wallace Ave,Leitchfield,KY,42754,y,"TWIN LAKES REGIONAL MEDICAL CENTER, 910 WALLACE AVE, LEITCHFIELD, KY, 42754","Twin Lakes Regional Medical Center, 910 Wallace Ave, Leitchfield, KY, 42754"
593,OCHSNER MEDICAL CENTER KENNER,180 W ESPLANADE AVE,KENNER,LA,70065,100.0,,Ochsner Medical Center Kenner,180 W Esplanade Ave,Kenner,LA,70065,y,"OCHSNER MEDICAL CENTER KENNER, 180 W ESPLANADE AVE, KENNER, LA, 70065","Ochsner Medical Center Kenner, 180 W Esplanade Ave, Kenner, LA, 70065"
594,WEST JEFFERSON MEDICAL CENTER,1101 MEDICAL CENTER BLVD,MARRERO,LA,70072,100.0,,West Jefferson Medical Center,1101 Medical Center Blvd,Marrero,LA,70072,y,"WEST JEFFERSON MEDICAL CENTER, 1101 MEDICAL CENTER BLVD, MARRERO, LA, 70072","West Jefferson Medical Center, 1101 Medical Center Blvd, Marrero, LA, 70072"
595,MEDICAL CENTER OF LOUISIANA,2021 PERDIDO ST,NEW ORLEANS,LA,70112,100.0,,Medical Center of Louisiana - Unive,2021 Perdido St,New Orleans,LA,70112,y,"MEDICAL CENTER OF LOUISIANA, 2021 PERDIDO ST, NEW ORLEANS, LA, 70112","Medical Center of Louisiana - Unive, 2021 Perdido St, New Orleans, LA, 70112"
596,TOURO INFIRMARY,1401 FOUCHER ST,NEW ORLEANS,LA,70115,100.0,,Touro Infirmary,1401 Foucher St,New Orleans,LA,70115,y,"TOURO INFIRMARY, 1401 FOUCHER ST, NEW ORLEANS, LA, 70115","Touro Infirmary, 1401 Foucher St, New Orleans, LA, 70115"
597,CHILDRENS HOSPITAL,200 HENRY CLAY AVE,NEW ORLEANS,LA,70118,100.0,,Childrens Hospital,200 Henry Clay Ave,New Orleans,LA,70118,y,"CHILDRENS HOSPITAL, 200 HENRY CLAY AVE, NEW ORLEANS, LA, 70118","Childrens Hospital, 200 Henry Clay Ave, New Orleans, LA, 70118"
598,THIBODAUX REGIONAL MEDICAL CENTER,602 N ACADIA RD,THIBODAUX,LA,70301,100.0,,Thibodaux Regional Medical Center,602 N Acadia Rd,Thibodaux,LA,70301,y,"THIBODAUX REGIONAL MEDICAL CENTER, 602 N ACADIA RD, THIBODAUX, LA, 70301","Thibodaux Regional Medical Center, 602 N Acadia Rd, Thibodaux, LA, 70301"
599,LADY OF THE SEA GENERAL HOSPITAL,200 W 134TH PL,CUT OFF,LA,70345,100.0,,Lady of the Sea General Hospital,200 W 134th Pl,Cut Off,LA,70345,y,"LADY OF THE SEA GENERAL HOSPITAL, 200 W 134TH PL, CUT OFF, LA, 70345","Lady of the Sea General Hospital, 200 W 134th Pl, Cut Off, LA, 70345"
600,TERREBONNE GENERAL MEDICAL CENTER,8166 MAIN ST,Houma,LA,70360,100.0,,Terrebonne General Medical Center,8166 Main St,Houma,LA,70360,y,"TERREBONNE GENERAL MEDICAL CENTER, 8166 MAIN ST, Houma, LA, 70360","Terrebonne General Medical Center, 8166 Main St, Houma, LA, 70360"
601,TECHE REGIONAL MEDICAL CENTER,1125 MARGUERITE ST,MORGAN CITY,LA,70380,100.0,,Teche Regional Medical Center,1125 Marguerite St,Morgan City,LA,70380,y,"TECHE REGIONAL MEDICAL CENTER, 1125 MARGUERITE ST, MORGAN CITY, LA, 70380","Teche Regional Medical Center, 1125 Marguerite St, Morgan City, LA, 70380"
602,NORTH OAKS MEDICAL CENTER LLC,15790 PAUL VEGA MD DR,HAMMOND,LA,70403,100.0,,North Oaks Medical Center,15790 Paul Vega Md Dr,Hammond,LA,70403,y,"NORTH OAKS MEDICAL CENTER LLC, 15790 PAUL VEGA MD DR, HAMMOND, LA, 70403","North Oaks Medical Center, 15790 Paul Vega Md Dr, Hammond, LA, 70403"
604,RIVERSIDE MEDICAL CENTER,1900 MAIN ST,FRANKLINTON,LA,70438,100.0,,Riverside Medical Center,1900 Main St,Franklinton,LA,70438,y,"RIVERSIDE MEDICAL CENTER, 1900 MAIN ST, FRANKLINTON, LA, 70438","Riverside Medical Center, 1900 Main St, Franklinton, LA, 70438"
605,LALLIE KEMP MEDICAL CENTER,52579 HIGHWAY 51 S,INDEPENDENCE,LA,70443,100.0,,Lallie Kemp Regional Medical Center,52579 Highway 51 S,Independence,LA,70443,y,"LALLIE KEMP MEDICAL CENTER, 52579 HIGHWAY 51 S, INDEPENDENCE, LA, 70443","Lallie Kemp Regional Medical Center, 52579 Highway 51 S, Independence, LA, 70443"
606,SLIDELL MEMORIAL HOSPITAL,1001 GAUSE BLVD,SLIDELL,LA,70458,100.0,,Slidell Memorial Hospital,1001 Gause Blvd,Slidell,LA,70458,y,"SLIDELL MEMORIAL HOSPITAL, 1001 GAUSE BLVD, SLIDELL, LA, 70458","Slidell Memorial Hospital, 1001 Gause Blvd, Slidell, LA, 70458"
607,UNIVERSITY HOSPITAL & CLINICS,2390 W CONGRESS ST,LAFAYETTE,LA,70506,100.0,,University Medical Center,2390 W Congress St,Lafayette,LA,70506,y,"UNIVERSITY HOSPITAL & CLINICS, 2390 W CONGRESS ST, LAFAYETTE, LA, 70506","University Medical Center, 2390 W Congress St, Lafayette, LA, 70506"
608,UNIVERSITY MEDICAL CENTER -OUTPATIENT PH,2390 W CONGRESS ST,LAFAYETTE,LA,70506,100.0,,University Medical Center,2390 W Congress St,Lafayette,LA,70506,y,"UNIVERSITY MEDICAL CENTER -OUTPATIENT PH, 2390 W CONGRESS ST, LAFAYETTE, LA, 70506","University Medical Center, 2390 W Congress St, Lafayette, LA, 70506"
609,SAVOY MEDICAL CENTER,801 POINCIANA AVE,MAMOU,LA,70554,100.0,,Savoy Medical Center,801 Poinciana Ave,Mamou,LA,70554,y,"SAVOY MEDICAL CENTER, 801 POINCIANA AVE, MAMOU, LA, 70554","Savoy Medical Center, 801 Poinciana Ave, Mamou, LA, 70554"
610,IBERIA MEDICAL CENTER,2315 E MAIN ST,NEW IBERIA,LA,70560,100.0,,Iberia Medical Center,2315 E Main St,New Iberia,LA,70560,y,"IBERIA MEDICAL CENTER, 2315 E MAIN ST, NEW IBERIA, LA, 70560","Iberia Medical Center, 2315 E Main St, New Iberia, LA, 70560"
611,LAKE CHARLES MEMORIAL HOSPITAL,1701 OAK PARK BLVD,LAKE CHARLES,LA,70601,100.0,,Lake Charles Memorial Hospital,1701 Oak Park Blvd,Lake Charles,LA,70601,y,"LAKE CHARLES MEMORIAL HOSPITAL, 1701 OAK PARK BLVD, LAKE CHARLES, LA, 70601","Lake Charles Memorial Hospital, 1701 Oak Park Blvd, Lake Charles, LA, 70601"
612,BEAUREGARD MEMORIAL HOSPITAL,600 S PINE ST,DERIDDER,LA,70634,100.0,,Beauregard Memorial Hospital,600 S Pine St,De Ridder,LA,70634,y,"BEAUREGARD MEMORIAL HOSPITAL, 600 S PINE ST, DERIDDER, LA, 70634","Beauregard Memorial Hospital, 600 S Pine St, De Ridder, LA, 70634"
613,WEST CALCASIEU CAMERON HOSPITAL,701 CYPRESS ST,SULPHUR,LA,70663,100.0,,West Calcasieu - Cameron Hospital,701 Cypress St,Sulphur,LA,70663,y,"WEST CALCASIEU CAMERON HOSPITAL, 701 CYPRESS ST, SULPHUR, LA, 70663","West Calcasieu - Cameron Hospital, 701 Cypress St, Sulphur, LA, 70663"
615,HOMER MEMORIAL HOSPITAL,620 E COLLEGE ST,HOMER,LA,71040,100.0,,Homer Memorial Hospital,620 E College St,Homer,LA,71040,y,"HOMER MEMORIAL HOSPITAL, 620 E COLLEGE ST, HOMER, LA, 71040","Homer Memorial Hospital, 620 E College St, Homer, LA, 71040"
616,WILLIS KNIGHTON MEDICAL CENTER INC,2600 GREENWOOD RD,SHREVEPORT,LA,71103,100.0,,Willis - Knighton Medical Center,2600 Greenwood Rd,Shreveport,LA,71103,y,"WILLIS KNIGHTON MEDICAL CENTER INC, 2600 GREENWOOD RD, SHREVEPORT, LA, 71103","Willis - Knighton Medical Center, 2600 Greenwood Rd, Shreveport, LA, 71103"
617,WILLIS-KNIGHTON PIERREMONT HEALTH C,8001 YOUREE DR,SHREVEPORT,LA,71115,100.0,,Willis - Knighton Pierremont Health,8001 Youree Dr,Shreveport,LA,71115,y,"WILLIS-KNIGHTON PIERREMONT HEALTH C, 8001 YOUREE DR, SHREVEPORT, LA, 71115","Willis - Knighton Pierremont Health, 8001 Youree Dr, Shreveport, LA, 71115"
618,GLENWOOD REGIONAL MEDICAL CENTER,503 MCMILLAN RD,WEST MONROE,LA,71291,100.0,,Glenwood Regional Medical Center,503 McMillan Rd,West Monroe,LA,71291,y,"GLENWOOD REGIONAL MEDICAL CENTER, 503 MCMILLAN RD, WEST MONROE, LA, 71291","Glenwood Regional Medical Center, 503 McMillan Rd, West Monroe, LA, 71291"
619,RAPIDES REGIONAL MEDICAL CENTER,211 4TH ST,ALEXANDRIA,LA,71301,100.0,,Rapides Regional Medical Center,211 4th St,Alexandria,LA,71301,y,"RAPIDES REGIONAL MEDICAL CENTER, 211 4TH ST, ALEXANDRIA, LA, 71301","Rapides Regional Medical Center, 211 4th St, Alexandria, LA, 71301"
620,CHRISTUS ST FRANCES CABRINI HOSP,3330 MASONIC DR,ALEXANDRIA,LA,71301,100.0,,CHRISTUS St Frances Cabrini Hospita,3330 Masonic Dr,Alexandria,LA,71301,y,"CHRISTUS ST FRANCES CABRINI HOSP, 3330 MASONIC DR, ALEXANDRIA, LA, 71301","CHRISTUS St Frances Cabrini Hospita, 3330 Masonic Dr, Alexandria, LA, 71301"
621,HOLYOKE MEDICAL CENTER,575 BEECH ST,HOLYOKE,MA,01040,100.0,,Holyoke Medical Center,575 Beech St,Holyoke,MA,01040,y,"HOLYOKE MEDICAL CENTER, 575 BEECH ST, HOLYOKE, MA, 01040","Holyoke Medical Center, 575 Beech St, Holyoke, MA, 01040"
622,BAYSTATE MARY LANE HOSPITAL,85 SOUTH ST,WARE,MA,01082,100.0,,Baystate Mary Lane Hospital,85 South St,Ware,MA,01082,y,"BAYSTATE MARY LANE HOSPITAL, 85 SOUTH ST, WARE, MA, 01082","Baystate Mary Lane Hospital, 85 South St, Ware, MA, 01082"
623,BAYSTATE MEDICAL CENTER INC,759 CHESTNUT ST,SPRINGFIELD,MA,01199,100.0,,Baystate Medical Center,759 Chestnut St,Springfield,MA,01199,y,"BAYSTATE MEDICAL CENTER INC, 759 CHESTNUT ST, SPRINGFIELD, MA, 01199","Baystate Medical Center, 759 Chestnut St, Springfield, MA, 01199"
624,BERKSHIRE MEDICAL CENTER,725 NORTH ST,PITTSFIELD,MA,01201,100.0,,Berkshire Medical Center - Berkshir,725 North St,Pittsfield,MA,01201,y,"BERKSHIRE MEDICAL CENTER, 725 NORTH ST, PITTSFIELD, MA, 01201","Berkshire Medical Center - Berkshir, 725 North St, Pittsfield, MA, 01201"
625,BAYSTATE FRANKLIN MEDICAL CENTER,164 HIGH ST,GREENFIELD,MA,01301,100.0,,Baystate Franklin Medical Center,164 High St,Greenfield,MA,01301,y,"BAYSTATE FRANKLIN MEDICAL CENTER, 164 HIGH ST, GREENFIELD, MA, 01301","Baystate Franklin Medical Center, 164 High St, Greenfield, MA, 01301"
627,NASHOBA VALLEY MEDICAL CENTER,200 GROTON RD,AYER,MA,01432,100.0,,Nashoba Valley Medical Center,200 Groton Rd,Ayer,MA,01432,y,"NASHOBA VALLEY MEDICAL CENTER, 200 GROTON RD, AYER, MA, 01432","Nashoba Valley Medical Center, 200 Groton Rd, Ayer, MA, 01432"
628,NASHOBA VALLEY MEDICAL CENTER,200 Groton Road,AYER,MA,01432,100.0,,Nashoba Valley Medical Center,200 Groton Rd,Ayer,MA,01432,y,"NASHOBA VALLEY MEDICAL CENTER, 200 Groton Road, AYER, MA, 01432","Nashoba Valley Medical Center, 200 Groton Rd, Ayer, MA, 01432"
629,HEYWOOD HOSPITAL,242 GREEN ST,GARDNER,MA,01440,100.0,,Heywood Hospital,242 Green St,Gardner,MA,01440,y,"HEYWOOD HOSPITAL, 242 GREEN ST, GARDNER, MA, 01440","Heywood Hospital, 242 Green St, Gardner, MA, 01440"
630,HARRINGTON MEMORIAL HOSPITAL,100 SOUTH ST,SOUTHBRIDGE,MA,01550,100.0,,Harrington Memorial Hospital,100 South St,Southbridge,MA,01550,y,"HARRINGTON MEMORIAL HOSPITAL, 100 SOUTH ST, SOUTHBRIDGE, MA, 01550","Harrington Memorial Hospital, 100 South St, Southbridge, MA, 01550"
631,WHITTIER REHABILITATION HOSPITAL,150 FLANDERS RD,WESTBOROUGH,MA,01581,100.0,,Whittier Rehabilitation Hospital -,150 Flanders Rd,Westborough,MA,01581,y,"WHITTIER REHABILITATION HOSPITAL, 150 FLANDERS RD, WESTBOROUGH, MA, 01581","Whittier Rehabilitation Hospital -, 150 Flanders Rd, Westborough, MA, 01581"
632,METROWEST MEDICAL CENTER,115 LINCOLN ST,FRAMINGHAM,MA,01702,100.0,,MetroWest Medical Center,115 Lincoln St,Framingham,MA,01702,y,"METROWEST MEDICAL CENTER, 115 LINCOLN ST, FRAMINGHAM, MA, 01702","MetroWest Medical Center, 115 Lincoln St, Framingham, MA, 01702"
633,MILFORD REGIONAL MEDICAL CENTER,14 PROSPECT ST,MILFORD,MA,01757,100.0,,Milford Regional Medical Center,14 Prospect St,Milford,MA,01757,y,"MILFORD REGIONAL MEDICAL CENTER, 14 PROSPECT ST, MILFORD, MA, 01757","Milford Regional Medical Center, 14 Prospect St, Milford, MA, 01757"
634,LAHEY CLINIC HOSPITAL INC,41 MALL RD,BURLINGTON,MA,01805,100.0,,Lahey Clinic Medical Center,41 Mall Rd,Burlington,MA,01805,y,"LAHEY CLINIC HOSPITAL INC, 41 MALL RD, BURLINGTON, MA, 01805","Lahey Clinic Medical Center, 41 Mall Rd, Burlington, MA, 01805"
635,LOWELL GENERAL HOSPITAL,295 VARNUM AVE,LOWELL,MA,01854,100.0,,Lowell General Hospital,295 Varnum Ave,Lowell,MA,01854,y,"LOWELL GENERAL HOSPITAL, 295 VARNUM AVE, LOWELL, MA, 01854","Lowell General Hospital, 295 Varnum Ave, Lowell, MA, 01854"
